khoi	tinh	M1	M2	M3
A1	42	6.50	6.00	5.25
A1	62	6	4.50	6.25
A1	62	0.25	2.00	3.00
A1	62	1.25	2.50	3.50
A1	62	6	3.00	5.75
A1	62	6.50	4.00	6.25
A1	62	4.75	4.00	10.00
A1	62	6	4.50	5.75
A1	63	1	3.25	3.00
A1	1A	6.50	4.50	10.00
A1	1A	8	4.50	10.00
A1	1A	7.50	5.00	8.00
A1	1B	4.50	3.50	4.75
A1	1A	3.50	4.50	5.75
A1	1A	4.50	5.25	6.00
A1	23	3.25	3.25	5.50
A1	1A	5.25	5.75	8.75
A1	1A	7	6.25	7.50
A1	1A	3.50	3.00	7.00
A1	1A	5.75	5.50	7.25
A1	1A	7	5.00	8.75
A1	1A	7	6.50	9.75
A1	1A	6.50	6.25	8.25
A1	1A	6.50	2.75	8.75
A1	1A	6.25	6.50	7.25
A1	1A	7	2.25	9.00
A1	1A	7.50	3.50	9.75
A1	1A	6	4.00	8.75
A1	1A	5.50	4.50	9.50
A1	1A	5.25	5.75	9.50
A1	1A	7	6.00	8.25
A1	1A	6.25	3.25	9.50
A1	1A	6	3.50	8.00
A1	1A	5.25	5.00	7.25
A1	1A	5.25	2.75	9.75
A1	1A	6.75	3.50	9.25
A1	1A	6.25	3.00	9.75
A1	1A	7.25	5.75	9.25
A1	1A	6.75	3.00	9.00
A1	1A	7	3.50	8.50
A1	1A	6.50	4.25	8.75
A1	1A	6.50	2.25	8.50
A1	1A	3.75	2.00	7.00
A1	1A	5.50	6.25	7.00
A1	1A	7	7.25	9.25
A1	1A	6	7.50	8.00
A1	1A	6.25	2.00	7.50
A1	1A	6.50	4.00	9.25
A1	1A	5.50	6.50	5.00
A1	19	7.25	3.50	6.25
A1	1A	5.50	3.25	6.50
A1	1A	4.75	4.25	6.25
A1	1A	4	3.75	8.75
A1	1A	5.75	6.25	9.75
A1	1A	7.25	6.50	8.50
A1	1A	7.25	6.00	8.50
A1	1A	6.50	6.25	8.50
A1	1A	6	2.50	5.00
A1	1A	7.50	7.25	9.50
A1	1A	2.25	1.50	5.00
A1	1A	7.50	6.25	6.25
A1	1A	6.75	6.00	7.50
A1	1A	4	6.50	7.25
A1	1A	6.50	5.25	9.75
A1	1A	6.25	6.00	9.00
A1	1A	5.25	4.75	6.75
A1	1A	6	5.75	7.50
A1	1A	5.75	6.50	7.50
A1	1A	6.25	5.50	8.00
A1	1A	6	3.00	7.75
A1	1A	7	5.25	8.50
A1	1A	7	6.00	8.50
A1	1A	7.50	7.50	8.75
A1	1A	6.75	6.50	8.50
A1	1A	1.75	4.50	4.75
A1	1A	0.25	2.75	2.50
A1	1A	4.50	4.50	5.25
A1	1A	5	1.50	8.00
A1	1A	4.50	4.25	7.00
A1	1A	7	4.00	9.25
A1	1A	6.75	5.50	7.75
A1	1A	5	6.25	6.75
A1	1A	5.75	4.75	9.25
A1	1A	6.75	5.75	6.25
A1	1A	8	3.50	9.75
A1	1A	8	6.50	9.00
A1	1A	6.25	3.50	9.75
A1	1A	6.50	6.00	8.50
A1	1A	6.75	2.75	9.25
A1	1A	6.25	3.75	8.25
A1	1A	6	3.50	9.50
A1	1A	5.75	5.00	5.50
A1	1A	5.25	4.50	8.25
A1	1A	2.50	5.75	9.75
A1	1A	6.75	7.50	8.50
A1	1A	7	4.75	9.00
A1	1A	6	6.25	6.50
A1	1A	6.25	6.00	8.25
A1	1A	6.25	5.50	7.25
A1	1A	7.50	6.00	8.75
A1	1A	7.25	4.00	8.75
A1	1A	6.25	5.50	9.25
A1	1A	6.50	5.25	7.00
A1	1A	6.50	5.25	8.00
A1	1A	6	5.75	9.75
A1	1A	6.25	6.00	8.75
A1	1A	2.25	2.25	7.25
A1	1A	3.75	4.00	5.00
A1	1A	8	7.75	9.00
A1	1A	6.75	2.50	9.00
A1	1A	6	4.50	8.00
A1	1A	7.25	6.50	9.75
A1	1A	7	5.00	8.25
A1	1A	7.50	6.50	9.25
A1	1A	7.50	6.75	8.00
A1	1A	7.25	7.25	7.75
A1	1A	7.75	6.50	10.00
A1	1A	6	5.75	7.00
A1	1A	5.75	3.50	8.25
A1	1A	4.75	3.25	7.25
A1	1A	2	4.50	6.50
A1	1A	6	3.75	7.75
A1	1A	7	6.75	8.50
A1	1A	4.25	4.50	7.50
A1	1A	7.25	5.50	7.50
A1	1A	5.75	3.00	8.25
A1	1A	8	6.00	8.00
A1	1A	2.75	3.50	8.50
A1	1B	3	2.50	6.25
A1	1A	6.50	5.50	7.75
A1	1A	7.75	7.75	9.75
A1	1A	5.50	2.50	9.00
A1	1A	5.50	6.50	7.75
A1	1A	7	7.75	8.25
A1	1A	6.75	4.75	7.00
A1	1A	6.50	5.00	7.50
A1	1A	5.50	7.00	8.00
A1	1A	5.75	3.50	8.50
A1	1A	8	7.50	9.00
A1	1A	7.25	8.00	9.00
A1	1A	7.25	7.25	8.00
A1	1A	5.50	6.50	7.75
A1	1A	6.50	3.25	9.25
A1	1A	7	5.75	6.75
A1	1A	7	4.50	8.50
A1	1A	4.50	4.00	8.75
A1	1A	6	6.25	8.75
A1	1A	6.50	4.25	9.25
A1	1A	6.25	2.50	8.50
A1	1A	6.75	5.50	8.75
A1	1A	7	4.50	7.50
A1	1A	7	6.00	9.25
A1	1A	2.25	2.50	4.50
A1	1A	5.50	3.25	9.50
A1	1A	4.75	2.75	8.50
A1	1A	5.50	4.50	7.75
A1	1A	0.50	3.25	5.75
A1	1A	4	3.50	7.50
A1	1A	7	1.75	9.00
A1	1A	6.25	6.50	9.50
A1	1A	5.75	5.50	6.50
A1	1A	7	3.75	9.75
A1	1A	6.25	5.50	8.25
A1	1A	5.75	4.50	6.00
A1	1A	5.75	7.25	8.75
A1	1A	6	4.75	8.50
A1	1A	6.75	5.50	8.00
A1	1A	6.25	5.75	7.00
A1	1A	8	4.75	8.25
A1	1A	3.50	3.25	8.25
A1	1A	6	2.25	8.00
A1	1A	5	4.50	8.00
A1	1A	6.25	3.75	7.25
A1	1A	5.50	4.75	6.50
A1	1A	5.25	3.50	9.00
A1	1A	6.50	2.50	9.00
A1	1A	4.25	4.50	7.00
A1	1A	3.25	3.00	6.50
A1	1A	5	6.50	6.25
A1	1A	5.25	3.50	5.75
A1	22	4	3.75	5.00
A1	1A	5.50	2.25	8.50
A1	1A	6	4.75	8.00
A1	1A	5	5.50	4.50
A1	1A	4.50	2.00	4.00
A1	1A	5.50	4.75	8.25
A1	1A	4.50	2.75	5.00
A1	1A	6.75	2.25	6.50
A1	1A	5	3.25	6.25
A1	1A	6.75	6.50	9.25
A1	1A	6.25	2.25	8.75
A1	1A	1.25	4.50	4.50
A1	1A	7	6.50	8.50
A1	1A	6.25	5.50	3.75
A1	1A	2	2.75	9.75
A1	1A	4.75	4.75	6.75
A1	1A	6.50	2.50	8.75
A1	1A	3.75	5.25	3.25
A1	1A	2.75	4.75	4.25
A1	1A	5.50	2.50	8.00
A1	1A	5.50	3.50	7.50
A1	1A	6.50	3.25	9.50
A1	1A	6	6.50	9.25
A1	1A	3	3.00	3.75
A1	1A	6.25	6.50	9.00
A1	1A	7	6.00	6.25
A1	1A	7.75	3.50	9.50
A1	1A	5	5.50	7.00
A1	1A	5.50	6.75	6.25
A1	1A	6.25	5.75	9.00
A1	1A	6.25	6.25	6.50
A1	1A	4	5.25	7.25
A1	1A	4.75	6.00	5.75
A1	1A	4.50	5.75	5.75
A1	1A	6.50	6.75	8.75
A1	1A	7	2.25	6.00
A1	1A	7.25	6.50	6.25
A1	1A	3	2.50	8.00
A1	1A	5.25	6.50	8.75
A1	1A	7.75	6.50	8.50
A1	1A	6.50	5.75	8.25
A1	1A	6.75	5.25	9.50
A1	1A	7	4.25	9.00
A1	1A	8	3.25	9.25
A1	1A	2.75	3.50	5.25
A1	1A	5.50	4.25	8.25
A1	1A	7	3.50	9.25
A1	1A	7.25	7.50	7.00
A1	1A	7	3.50	10.00
A1	1A	5.75	3.00	8.00
A1	1A	6	6.00	5.25
A1	1A	4.75	5.25	7.25
A1	1A	7.25	5.50	9.50
A1	1A	5.50	6.50	10.00
A1	1A	7	5.50	8.25
A1	1A	6	6.75	9.75
A1	1A	5.75	4.50	7.50
A1	1A	8.50	7.75	10.00
A1	1A	6.50	3.00	9.50
A1	1A	6.75	6.25	8.00
A1	1A	4.25	4.25	7.50
A1	1A	5.50	6.75	8.75
A1	1A	5.50	3.75	9.50
A1	1A	8	3.00	9.25
A1	1A	6.75	1.75	9.00
A1	1A	6.50	2.75	8.75
A1	1A	6.25	6.00	9.25
A1	1A	6.50	5.50	9.50
A1	1A	7	3.00	9.00
A1	1A	4.50	2.50	4.50
A1	1A	6.25	3.00	7.50
A1	1A	6.50	2.50	8.50
A1	1A	6.75	3.75	9.75
A1	1A	7.25	2.75	9.25
A1	1A	8	3.75	10.00
A1	1A	7	4.00	9.25
A1	1A	6.50	5.75	9.25
A1	1A	6	3.50	9.00
A1	1A	5	5.50	9.25
A1	1A	4.25	2.25	8.00
A1	1A	6.75	6.25	7.00
A1	1A	5.50	3.50	6.50
A1	1A	5.75	7.50	8.25
A1	1A	8	7.25	9.75
A1	1A	6.75	7.25	9.50
A1	1A	2	3.50	5.50
A1	1A	7.25	6.25	8.25
A1	1A	6.50	3.00	8.75
A1	1A	7.50	3.25	7.00
A1	1A	5	6.50	8.50
A1	1A	7.25	7.50	9.50
A1	1A	6.50	6.50	8.75
A1	1A	6.25	6.50	8.75
A1	1A	6.25	7.25	8.00
A1	1A	4.25	2.25	8.25
A1	1A	6	1.75	8.00
A1	1A	6.50	7.25	7.25
A1	1A	5.50	2.50	9.50
A1	1A	5.75	2.25	6.00
A1	1A	6.75	6.75	9.00
A1	1A	2.25	2.25	3.00
A1	1A	5	3.50	8.00
A1	1A	6	5.00	9.25
A1	1A	6.75	5.00	8.25
A1	1A	4.75	3.00	6.50
A1	1A	6.25	2.75	10.00
A1	1A	6	3.25	6.50
A1	1A	6.25	5.50	9.25
A1	1A	7	7.00	8.00
A1	1A	5.75	5.25	7.00
A1	1A	2.25	3.50	4.75
A1	1B	6	6.25	7.00
A1	1A	5.75	5.00	8.75
A1	1A	5.75	6.50	6.00
A1	1A	8.50	2.00	9.25
A1	1A	7	5.50	9.00
A1	1A	6.75	5.00	7.75
A1	1A	6.75	4.00	9.75
A1	1A	6.25	5.75	9.50
A1	1A	5.50	7.00	8.50
A1	1A	6	3.00	8.75
A1	1A	6.50	7.00	9.25
A1	1A	6.50	4.50	9.00
A1	1A	6.75	5.50	7.25
A1	1A	7.50	5.00	9.00
A1	1A	6.25	4.00	7.00
A1	1A	5.75	2.00	9.50
A1	1A	5.75	2.50	9.00
A1	1A	7.25	3.50	9.25
A1	1A	7.25	5.00	7.50
A1	1A	5.50	6.50	7.50
A1	1A	4.75	6.00	7.50
A1	1A	6	3.75	7.50
A1	1A	7.25	2.50	8.50
A1	1A	6	7.50	8.00
A1	1A	1.75	4.25	7.25
A1	1A	5.25	1.50	7.75
A1	1A	6.75	4.75	8.25
A1	1A	6	2.50	8.75
A1	1A	6	2.50	9.25
A1	1A	7	2.75	9.25
A1	1A	5.75	3.50	8.00
A1	1A	8	1.75	9.00
A1	1A	5.75	5.50	8.25
A1	1A	7.25	5.00	9.25
A1	1A	6.75	7.50	7.25
A1	1A	6	5.50	8.25
A1	1A	5	2.50	7.50
A1	1A	5	3.25	8.75
A1	1A	6.50	5.25	9.00
A1	1A	7.25	2.50	9.00
A1	1A	6.50	5.50	7.75
A1	1A	7.25	7.75	9.25
A1	1A	7.25	7.75	8.50
A1	1A	6.75	6.00	7.75
A1	1A	6.25	6.50	8.00
A1	1A	7.25	8.25	8.50
A1	1A	6.75	5.25	8.00
A1	1A	7.50	7.00	9.75
A1	1A	7.50	4.25	8.75
A1	1A	6.50	6.00	8.00
A1	1A	6.50	8.00	8.50
A1	1A	6.75	3.75	9.00
A1	1A	8	7.50	9.00
A1	1A	7.25	5.75	9.25
A1	1A	6.75	6.50	8.75
A1	1A	4.75	4.00	8.50
A1	1A	7	6.00	8.00
A1	1A	6.75	6.25	6.75
A1	1A	7.25	7.00	8.25
A1	1A	5.75	5.50	7.50
A1	1A	6.75	6.00	8.75
A1	1A	6.75	7.00	8.50
A1	1A	6.75	5.75	9.25
A1	1A	5.25	4.50	8.00
A1	1A	7.25	5.50	8.75
A1	1A	6.75	5.50	8.50
A1	1A	6.25	6.50	6.50
A1	1A	7	5.75	8.75
A1	1A	6.50	3.75	8.50
A1	1A	5.75	3.50	9.75
A1	1A	5.50	4.50	7.50
A1	1A	6.25	3.50	9.00
A1	1A	1.50	1.50	8.00
A1	1A	2.50	3.50	9.75
A1	1A	6.50	3.75	9.00
A1	1A	6.75	3.25	8.75
A1	1A	6.50	5.50	8.50
A1	1A	6.75	3.00	8.75
A1	1A	6.75	6.50	9.00
A1	1A	6	5.75	8.25
A1	1A	6.75	4.50	8.50
A1	1A	7.25	6.75	8.50
A1	1A	1.25	2.75	5.25
A1	1A	8	6.00	9.25
A1	1A	7	3.50	9.75
A1	1A	7.50	7.25	7.75
A1	1A	7.75	1.75	9.75
A1	1A	7.50	3.50	10.00
A1	1A	6.50	4.00	8.75
A1	1A	6.75	2.75	9.75
A1	1A	5.75	5.00	6.00
A1	1A	7	7.00	8.25
A1	1A	7	8.50	9.50
A1	1A	8	8.25	9.00
A1	1A	7.25	5.75	9.00
A1	1A	7.75	7.00	8.75
A1	1A	7.25	6.50	6.75
A1	1A	7	6.50	7.25
A1	1A	6.25	5.75	8.75
A1	1A	6.75	6.75	9.75
A1	1A	4.75	1.75	5.75
A1	1A	7.50	7.00	8.25
A1	1A	6	3.50	9.25
A1	1A	5.75	3.25	9.75
A1	1A	7	3.50	8.00
A1	1A	6.50	7.25	10.00
A1	1A	6.25	3.50	6.75
A1	1A	7.50	7.25	9.25
A1	1A	0.75	4.75	7.75
A1	1A	7.50	4.75	6.00
A1	1A	4.50	2.25	6.50
A1	1A	5	7.00	8.00
A1	1A	6.25	4.25	5.50
A1	1A	4	3.00	4.00
A1	1A	7.50	6.25	6.00
A1	1A	5.75	6.25	7.75
A1	1B	0.25	4.25	3.25
A1	1A	5	5.50	6.75
A1	1A	0.50	3.50	7.50
A1	1A	0.50	4.00	4.75
A1	1A	2.75	3.25	7.00
A1	1A	3	5.25	7.25
A1	1A	0.75	3.50	2.75
A1	1A	3.50	2.50	8.25
A1	1A	3	2.50	6.25
A1	1A	4.25	6.25	7.75
A1	1A	0.25	3.25	4.25
A1	1A	8	6.00	9.25
A1	1A	6.50	3.25	8.75
A1	1A	6	4.75	8.75
A1	1A	6.75	6.00	8.25
A1	1A	6.50	6.75	9.00
A1	1A	7	3.00	9.25
A1	1A	6	2.25	9.25
A1	1A	7.50	5.25	8.75
A1	1A	6.75	5.25	9.25
A1	1A	5.75	1.75	8.50
A1	1A	7.50	4.50	9.50
A1	1A	5	6.50	7.75
A1	1A	8	6.50	7.75
A1	1A	7	5.25	8.75
A1	1A	6.75	5.25	9.25
A1	1A	6	2.00	9.00
A1	1A	7	6.75	9.00
A1	1A	7.50	6.25	9.25
A1	1A	7.75	7.00	9.50
A1	1A	5.25	2.75	9.50
A1	1A	6.25	2.25	9.00
A1	1A	6.75	5.25	9.50
A1	1A	5.25	3.50	7.75
A1	1A	7	3.25	8.75
A1	1A	4	4.25	7.00
A1	1A	7.75	3.75	9.25
A1	1A	6.75	6.00	9.00
A1	1A	7	3.00	9.75
A1	1A	6.50	3.00	9.50
A1	1A	6.75	7.00	9.75
A1	1A	7.25	7.75	9.75
A1	1A	8	7.25	8.75
A1	1A	4.75	4.50	7.75
A1	1A	7.75	6.00	5.75
A1	1A	8	7.00	9.00
A1	1A	7.50	6.50	8.50
A1	1A	7	6.25	5.75
A1	1A	4	3.50	7.50
A1	1A	2.75	2.50	6.25
A1	1A	4	3.50	5.25
A1	1A	5.75	5.50	7.50
A1	1A	0.25	2.50	8.25
A1	1A	7.75	2.75	9.75
A1	1A	2.50	4.75	3.50
A1	1A	8.25	6.50	10.00
A1	1A	4	2.25	6.25
A1	1A	6.75	3.75	10.00
A1	1A	4.75	6.00	8.50
A1	1A	8	3.75	9.75
A1	1A	7	2.50	9.00
A1	1A	7	4.25	9.25
A1	1A	7	6.50	8.25
A1	1A	7.25	8.50	9.50
A1	1A	6	6.25	8.25
A1	1A	7.50	6.75	8.75
A1	1A	8.75	3.50	9.75
A1	1A	7.75	6.25	9.75
A1	1A	7.25	7.00	9.00
A1	1A	8.50	7.50	8.75
A1	1A	3.75	3.25	8.25
A1	1A	7.75	6.75	8.50
A1	1A	6.75	6.50	9.50
A1	1A	5.25	2.25	9.50
A1	1A	7.50	8.25	9.75
A1	1A	8.75	8.50	9.50
A1	1A	8.75	7.00	8.25
A1	1A	7	5.50	9.50
A1	1A	6.75	4.00	9.00
A1	1A	4.75	2.75	6.00
A1	1A	7.75	7.50	9.50
A1	1A	3.75	2.50	6.50
A1	1A	4	2.25	4.50
A1	1A	6.25	3.75	8.75
A1	1A	4.75	3.50	8.25
A1	1A	7.75	5.75	9.00
A1	1A	6.75	3.25	8.50
A1	1A	6.75	2.50	9.00
A1	1A	5.50	3.50	8.75
A1	1A	5.25	2.50	9.25
A1	1A	6.75	6.00	7.75
A1	1A	5.75	7.25	8.25
A1	1A	3.50	4.50	9.00
A1	1A	8	7.50	8.50
A1	1A	7	3.25	7.75
A1	1A	6.75	5.50	8.00
A1	1A	5.75	6.00	9.00
A1	1A	6.50	7.50	7.25
A1	1A	4.25	3.75	8.25
A1	1A	6.75	6.50	9.50
A1	1A	5.75	5.50	8.75
A1	1A	3.75	4.00	7.50
A1	1A	7	3.50	10.00
A1	1A	6.75	3.25	8.00
A1	1B	7	6.75	8.25
A1	1A	8	7.50	9.75
A1	1A	7.25	4.25	9.50
A1	1A	5.75	3.00	7.25
A1	1A	3	3.25	7.75
A1	1A	6.50	6.00	9.00
A1	1A	4.50	5.00	9.50
A1	1A	6	4.25	8.50
A1	1A	5	3.50	8.00
A1	1A	6.50	7.75	8.75
A1	14	6.75	6.50	8.25
A1	1A	5.50	6.50	7.75
A1	1A	5.75	6.75	7.75
A1	1A	5	2.50	7.25
A1	1B	7.75	6.50	9.00
A1	1B	7.50	6.75	9.50
A1	1A	6.75	6.75	9.25
A1	1A	8	3.50	9.75
A1	1A	7	2.50	9.50
A1	1A	7.50	3.75	9.25
A1	1A	7.75	5.50	9.75
A1	1A	4.50	2.50	8.25
A1	1A	6.25	5.50	8.75
A1	26	6.25	2.00	8.75
A1	12	7.75	7.50	9.25
A1	1A	7.75	6.50	9.75
A1	1A	7.25	3.50	9.75
A1	1A	6	6.25	8.50
A1	03	8.50	7.50	9.25
A1	24	7.75	7.00	8.50
A1	1A	6	4.50	7.75
A1	1A	5.25	3.50	9.25
A1	1A	7	4.75	9.75
A1	1A	7.25	2.00	10.00
A1	1A	6.75	6.50	10.00
A1	12	6	3.00	9.50
A1	1A	6	5.00	9.25
A1	1A	6.50	3.50	9.50
A1	1A	8	5.25	9.25
A1	1A	7.50	6.50	9.50
A1	1A	6.75	4.50	10.00
A1	1A	7.75	6.75	10.00
A1	1A	8	5.75	9.50
A1	1A	6.25	4.75	9.25
A1	1A	7	5.75	10.00
A1	1A	4.25	5.50	9.25
A1	1A	7	6.75	9.25
A1	1A	5.25	5.50	9.50
A1	1A	7.25	6.00	9.25
A1	17	7.25	5.00	9.50
A1	1A	6.75	4.50	9.75
A1	1A	7	2.25	9.50
A1	1A	8	6.50	10.00
A1	1A	7	3.50	9.25
A1	1A	6.50	5.50	8.00
A1	1A	7	6.50	9.50
A1	1A	6.25	6.00	9.00
A1	1A	6	3.75	9.50
A1	1A	6.75	5.50	10.00
A1	1A	6.75	5.00	10.00
A1	1A	4.50	3.50	9.75
A1	26	7.25	4.50	10.00
A1	1A	7.50	4.25	9.50
A1	1A	7.50	6.50	10.00
A1	1A	7.25	6.00	9.75
A1	1A	7	2.50	2.00
A1	1A	6.75	4.25	9.25
A1	1A	7	5.25	10.00
A1	1A	7	5.50	9.50
A1	1A	6.25	4.25	9.75
A1	1A	7.25	3.25	9.75
A1	1A	8	2.50	9.50
A1	1A	6.75	6.50	9.50
A1	1A	8	6.50	9.75
A1	1B	7	5.50	9.25
A1	1A	6.50	4.50	9.50
A1	1A	7.25	6.75	9.50
A1	1A	7.50	7.00	9.50
A1	1A	6.75	3.50	10.00
A1	1A	6	4.25	8.75
A1	16	7.75	5.75	9.75
A1	1A	7	3.50	10.00
A1	1A	7	6.25	9.75
A1	1A	6.50	7.50	9.25
A1	1A	7	5.00	9.75
A1	1A	8.25	7.50	10.00
A1	1A	6.50	7.50	9.75
A1	1A	7	6.50	10.00
A1	1A	5	5.50	9.00
A1	1A	8	5.50	9.75
A1	1A	5.25	6.50	8.50
A1	1A	6.50	7.00	9.50
A1	1A	5.50	6.50	9.25
A1	1A	5.25	2.00	6.25
A1	1A	7.50	5.75	6.75
A1	1A	6.75	4.50	8.50
A1	1A	6.25	6.50	6.50
A1	1A	6	2.00	8.25
A1	1A	6	6.25	8.00
A1	1A	5.75	4.00	6.50
A1	1A	5.75	6.00	9.25
A1	1A	7	5.00	9.25
A1	1A	5.75	5.75	7.75
A1	1A	1	2.75	5.75
A1	1A	6.50	6.50	9.00
A1	1A	5	2.75	6.00
A1	1A	5	1.75	6.00
A1	1A	6.25	3.50	7.00
A1	1A	7.75	2.50	7.25
A1	1A	6.25	4.75	6.75
A1	1A	6.50	3.50	5.50
A1	1A	7	5.50	9.25
A1	1A	6.75	5.25	7.25
A1	1A	6.50	4.50	8.00
A1	1A	7	6.00	8.25
A1	1A	6.75	6.50	9.25
A1	1A	8.25	7.00	9.00
A1	1A	7.50	6.75	8.50
A1	1A	8	7.50	10.00
A1	1A	7.50	5.25	7.50
A1	1A	7	5.00	9.00
A1	1A	7	3.50	9.00
A1	1A	7	3.00	9.75
A1	1A	7.75	6.50	9.50
A1	1A	7	7.00	7.50
A1	1A	5.75	6.50	8.75
A1	1A	6.50	4.00	8.25
A1	1B	6	4.75	8.50
A1	1A	7.75	2.75	8.50
A1	1A	7	5.00	9.00
A1	1A	6.75	5.25	8.75
A1	1A	7.75	5.25	9.00
A1	1A	7.25	4.50	6.75
A1	1A	6.25	3.25	8.25
A1	1A	5.50	2.50	9.00
A1	1A	7	3.75	9.75
A1	1A	7	3.00	9.00
A1	1A	6	6.75	8.00
A1	1A	6	6.00	8.75
A1	1A	8	7.50	9.50
A1	1A	6.75	8.00	9.25
A1	1B	5	2.50	4.50
A1	1B	3.75	4.50	5.00
A1	1A	6.75	6.00	9.25
A1	1A	6	6.50	9.75
A1	1A	5.75	4.50	6.50
A1	21	7.50	6.50	7.75
A1	19	8.50	7.50	8.50
A1	18	8.75	7.50	6.00
A1	26	6.75	6.75	9.25
A1	1A	4.50	4.50	5.00
A1	1A	8	8.00	10.00
A1	1A	7.25	5.75	7.50
A1	1A	6.25	2.75	9.75
A1	1A	5	5.25	5.00
A1	1A	4.75	5.25	4.50
A1	1A	6.50	6.50	8.50
A1	1A	4.25	1.75	5.25
A1	1A	3	3.25	5.00
A1	1A	1.25	2.50	3.75
A1	1A	6.25	4.25	8.00
A1	1A	6	6.50	7.00
A1	1A	5	4.50	7.50
A1	1A	6.25	5.50	8.75
A1	1A	3	3.50	6.75
A1	1A	3	3.50	3.50
A1	1A	6.25	5.75	7.00
A1	1A	5	5.50	9.25
A1	1A	5	4.50	5.00
A1	1A	5.25	2.75	7.75
A1	1A	6.50	5.50	9.25
A1	1A	7	3.50	7.25
A1	1A	4.50	5.50	7.25
A1	1A	5	5.75	5.50
A1	1A	6	5.50	7.25
A1	1A	7	3.75	9.50
A1	1A	6.50	4.00	7.25
A1	1A	7.50	6.75	8.75
A1	1A	7	7.50	7.25
A1	1A	7	6.25	6.50
A1	1A	4.75	6.25	7.75
A1	1A	5.25	5.50	8.25
A1	1A	3.75	2.50	9.75
A1	1A	6.25	6.50	8.75
A1	1A	4.25	2.75	6.75
A1	1A	5	3.50	5.75
A1	1A	6.25	6.75	9.25
A1	1A	6.25	6.25	8.00
A1	1A	5.25	3.00	9.25
A1	1A	3	4.75	7.00
A1	1A	6.50	5.25	9.00
A1	1A	5.25	3.00	5.25
A1	1A	5	4.00	5.25
A1	1A	5.50	6.25	6.75
A1	1A	2	5.00	4.25
A1	1A	0	2.50	2.50
A1	1A	6	4.75	4.75
A1	1A	0.75	2.75	5.00
A1	1A	1.25	3.00	2.25
A1	1A	4	2.50	8.50
A1	1A	3	2.50	4.00
A1	1A	4.25	3.75	3.25
A1	1A	5.75	3.00	9.00
A1	1A	6	3.25	5.25
A1	1A	3.50	6.50	3.50
A1	1A	8	6.25	7.00
A1	1A	7.75	7.25	8.25
A1	1A	7.25	7.00	8.75
A1	1A	6.25	5.50	8.00
A1	1A	2.75	3.00	6.50
A1	1A	3.50	3.50	5.25
A1	1A	5	6.25	6.75
A1	1B	6.25	6.25	7.75
A1	1A	6.50	4.00	8.75
A1	1A	5	3.25	7.00
A1	17	6.25	5.00	3.75
A1	22	7.75	7.25	8.00
A1	1A	1.25	4.00	5.75
A1	1A	5.25	3.00	8.50
A1	1A	4.50	5.50	7.50
A1	1A	8.25	6.50	8.75
A1	1A	7	2.75	7.25
A1	1A	3.75	2.50	7.25
A1	1B	6.75	6.00	6.50
A1	1A	0.50	2.25	2.75
A1	1A	5.75	4.00	7.50
A1	1A	5.25	3.00	9.50
A1	1A	6	2.00	8.50
A1	1A	6	6.75	8.50
A1	1A	4.50	2.50	7.50
A1	1A	7.25	3.25	8.50
A1	1A	8.50	3.50	8.50
A1	1A	4.75	6.50	7.75
A1	1A	8	6.75	8.00
A1	1A	2	2.50	3.25
A1	1A	6	5.25	8.50
A1	1A	4	5.75	8.25
A1	1A	7.50	4.00	9.00
A1	1A	6.75	5.50	9.00
A1	1A	5.25	6.25	7.50
A1	1A	5.25	2.50	8.75
A1	1A	7.75	7.00	8.75
A1	1A	6.75	2.00	9.25
A1	1A	1.50	1.50	7.25
A1	1A	7.50	7.50	9.25
A1	1A	7.50	7.75	9.00
A1	1A	7	6.75	8.00
A1	1A	8	7.75	9.25
A1	1A	8	6.50	8.00
A1	1A	8	5.50	8.50
A1	1A	7	6.50	9.00
A1	1A	4.25	4.50	6.50
A1	1A	6.25	7.25	9.00
A1	1A	7.50	3.25	7.00
A1	1A	6.25	5.00	5.25
A1	1A	4.50	6.00	6.00
A1	1A	7.75	3.75	8.00
A1	22	3.25	3.50	3.50
A1	1A	4	3.75	6.50
A1	1A	0.50	3.00	2.75
A1	1A	8.25	5.75	7.25
A1	1A	7.25	3.50	8.00
A1	1A	7.25	7.75	8.25
A1	1A	7	5.75	8.00
A1	1A	6.75	6.75	8.25
A1	1A	6	6.50	7.50
A1	1A	3.75	6.00	5.00
A1	1A	3.25	6.00	8.25
A1	1A	0	2.50	3.00
A1	1A	5	2.50	8.25
A1	1A	6.25	5.50	8.00
A1	1A	7	4.50	9.00
A1	1A	1.50	2.75	4.25
A1	1B	7.75	4.00	9.25
A1	1A	6.50	6.50	7.00
A1	1A	7	6.00	6.50
A1	1B	6.50	3.50	9.50
A1	1B	7.50	6.75	8.25
A1	1B	7.25	2.50	10.00
A1	1A	4.25	4.75	9.00
A1	1B	8	1.75	9.25
A1	1B	7	3.00	9.50
A1	1B	5.75	2.50	9.00
A1	1B	8.25	2.50	9.75
A1	1A	3	3.75	9.75
A1	1B	6.75	3.50	9.25
A1	1B	7.50	4.00	9.00
A1	1B	7	2.50	10.00
A1	1B	5.50	3.50	8.25
A1	1B	5.25	1.75	7.75
A1	1B	7.25	3.75	10.00
A1	1B	6.75	4.00	9.00
A1	1A	7	3.25	9.25
A1	1A	6.50	2.75	9.00
A1	1B	7	3.75	9.50
